"ID","용역명","용역기간(시작)","용역기간(끝)","용역기관","필요성","연구개요"
"1304","서울대표도서관 건립을 위한 기본계획","2007-11-12","2008-05-11","디지털도시연구부","&#9702; 각급 도서관을 시스템적으로 통합?연결하여 다양한 정보를 편리하게 신속하게 시민들에게 제공하는 도서관통합서비스 구축이 필요 &#9702; 서울 관련 자료를 체계적으로 수립?보관?전시하는 서울문화 전문도서관 필요 &#9702; 정보기술의 발달로 새로운 지식?정보자원을 총괄하여 수집?보관?보급하는 종합정보 서비스센터 필요","&#9702; 목   적   - 체계화된 도서관 정책 수행 및 모든 도서관을 통합?연결?특성화 하는 중추적 역할을 담당할 서울대표도서관 건립에 대한 종합적 타당성 검토 등 기본계획을 수립  &#9702; 내   용   - 대표도서관 설립 필요성 연구   - 대표도서관의 설립방향 연구   - 대표도서관의 상징성을 위한 방향 연구   - 대표도서관 건립방안 연구"
"3045","서울시 학교교육 실태 및 수요 조사 결과","2007-10-31","2008-02-29","(주)메트릭스 코퍼레이션","- 서울시 교육지원사업의 추진 방향 타당성 검증 - 학생 및 학부모의 요구에 부응하는 정책 마련","- 서울시 학교 교육 실태 조사 및 분석 - 학생 및 학부모의 학교 교육 관련 인식 및 요구 조사 - 서울 거주 외국인 자녀 교육환경 실태 및 개선요구 사항 조사/분석"
"1832","권역별 간판 디자인 개발","2007-10-30","2008-02-20","(주)복스앤콕스","- 우리시의 역사?문화구역?관광특구?상업지역?주거지역 및 뉴타운 지역 등 입지적 특성 기능 역할 공간형태     등의 차별화에 따른 간판의 디자인 개발이 필요  - 우리 문화와 부합하고 광고주 및 간판제작자가 쉽게 이해하기 쉬우며 제작?시공이 용이한 간판의 디자인     표준(안) 마련","- 간판 디자인 마련의 필요성과 활용범위 정립 - 간판 디자인 우수 사례 유형화 및 자료화 - 지역별 업종별 종류별로 간판 디자인 개발 - 간판 디자인의 활용방안 제시 등"
"1564","서울색 정립및 체계화사업","2007-10-19","2008-05-20","김현선디자인연구소","대도시 서울은 정돈된 서울만의 색채가 없이 무분별한 색채의 사용으로 외국의 선진도시들과 달리 혼란스러운 이미지를 주고 있으므로 서울의 정체성을 확립할 수 있는 서울의 대표 색을 정립하기 위하여 도시경관 형성에 중요한 요소인 도시환경 색채에 대한 연구 필요","국내?외 사례를 분석하고 서울 고유의 환경색채를 조사하여 서울만의 차별성 있는 도시환경 색채를 체계화하기 위하여 심도 있는 연구 시행"
"3385","서울성곽 (사적제10호) 종합정비 용역","2007-10-15","2009-02-15","명지대 한울문화재단","- 지금까지는 상대적으로 손쉬운 구간(산성으로 유구가 보존된 구간)을 위주로 산발적으로 복원이 이루어 졌으나 현재 종합적이고 장기적인 종합정비계획이 요구되며 - 서울성곽 복원은 문화재청의 국고보조사업으로 종합장기 학술용역을 실시토록 되어있음 - 원형을 찾을수 없는 멸실 구간에 대해 학술적인 고증과 정밀현황조사를 통하여 복원 가능구간과 복원완료 구간에 대한 향후 관리계획과 장기복원에 따른 재원 에측 자료가 필요함","- 서울성곽의 구간별 현황 및 복원가능 여부판단 복원방향 제시 구간별 소요예산 파악 등 - 유실성곽은 원래 형태대로 복원하는 방안 - 멸실 성곽은 현지여건을 감안하여 성곽이 지나던 도로는 그 자취를 표시 하는등 방안 강구 - 멸실된(돈의문 소의문) 성문루 등의 복원방안 - 붕괴 우려가 있는 성곽의 안전진단 - 복원불가 부분에 대한 복원가능 사적지정 검토"
"3211","서울시 지능형교통체계(ITS) 기본계획 수립","2007-10-02","2008-05-21","산학협력단 (주)한국정보통신","○ 교통체계효율화법 제12조 제4항 및 동법시행령 제8조의3 제2항 ITS 업무요령에 따라 5년마다 지방계획 수립토록 의무화하였으며 ○ 기술변화와 수요요구가 급변하는 ITS 분야는 반드시 시스템에  대한 구상방안 연구가 필요 ○ 현재 개별시스템 구축 위주의 사업 진행으로 시스템간 연계통합 및 상호 기능 호환이 필요하므로 장기적인 ITS 발전방안 제시","○ 서울시의 지능형교통체계(ITS)사업을 위한 시스템 구축계획 수립을 통해 분야별 추진방향 및 세부 추진사항을 제시하여 ○ 중복투자를 방지하고 적극적인 사업시행 및 투자기반을 조성할 수 있는 틀을 마련하고자 함"
"1725","도시디자인 국제행사 개최 타당성 조사 학술용역","2007-10-01","2008-01-01","서울대학교 산학협력단","&#9702; 서울은 특색 있는 국제행사 개최가 미비하나 IT분야에 있어 세계적 수준이므로 IT와 공공디자인이 어우러진 기존 국제행사와 차별화된  국제행사의 개최 필요성이 높아지고 있음  &#9702; 국제 도시디자인분야에서의 우리시의 선도적 역할 수행 여부와 국제행사 개최에 따른 실익 여건 및 실정에 맞는 도시디자인의 행사개최 준비 등에 대해 타당성 조사가 필요함","ㅇ 계약자 : 서울대학교 산학협력단 ㅇ 과업기간 : 계약일로부터 9일간 ㅇ 과업내용     - 서울 도시디자인 국제행사 개최 타당성 조사 및 분석     - 국제행사 개최시 종합적인 기본계획 마련     - 디자인 국제행사의 적정한 명칭(페스타 페스티벌 페어 등) 마련"
"1009","서울시 미세먼지 상세 모니터링 등을 통한 미세먼지 특성조사 연구용역","2007-09-27","2009-02-28","서울시정개발연구원","가. 기상 지형 주변지역의 인위적인 조건 등을 고려한 미세먼지 관측망 설계    - 서울시의 미세먼지 오염 특성을 대표할 수 있는 관측결과 도출  나. 서울시 미세먼지 오염특성 장기 감시체제 구축    - 현재 수행되고 있는 미세먼지의 총중량 관측에 더하여 상세 성분 분석을 통해 미세먼지의 위해성 평가       발생원 추적 등의 자료로 활용    - 2차미세먼지 전구물질에 대한 감시로 보다 정확한 미세먼지 농도 변화 경향 예측 가능  다. 서울시 특성에 맞는 오염원 추적 모델 개발 및 미세먼지 수송모델 개발 구상    - 서울시에서 관측되는 미세먼지의 오염원 규명    - 오염원의 정량적인 기여도 평가    - 시?공간에서 미세먼지 농도 및 성분 예측    - 미세먼지의 발생 및 이동경로 추적으로 효율적인 저감 대책 수립 가능","가. 과업기간 : 2007.1~12  나. 과업목적    - 서울시 미세먼지 오염특성을 감시할 수 있는 다양한 조건의 측정지점을 포함하는 대기측정망을 설계하고     - 여기에 서울시의 미세먼지 오염 특성을 모니터링 할 수 있는 장기적인 감시 체제를 구축하며    - 미세먼지의 오염원 확인과 정량적인 기여도를 평가하기 위해 서울시 특성에 알맞은 모델을 개발하고    - 주어진 시간 및 공간에서 미세먼지의 농도 및 성분 예측이 가능한 모델개발을 구상 제안하며    -「맑은서울2010」특별대책 단위사업의 대기질 개선효과를 비교 분석하고자 함"
"2845","서울의 식품진흥을 위한 발전방안 연구","2007-09-01","2007-12-31","경희대학교","ㅇ 서울의 식품업계 진흥 활성화 시책 발굴 시급    - 서울은 소비를 주도하면서도 업계가 침체되고 서비&#49835; 국제 수준이하    - 다국적 기업이 음식업계를 잠식 위협하고 있어 음식업 지역활성화 필요    - 음식업 창업 컨설팅 기능 부재로 창업과 폐업의 악순환 되풀이 ㅇ 서울의 대표음식을 브랜드화하여 한류와 연계 관광 마케팅 전략개발    - 서울의 전통음식을 브랜드화하여 국제화 시대에 식문화 마케팅    - 1200만 관광객 유치를 위한 전통음식과 관련한 각종 프로그램 개발 ㅇ 현 위생교육은 제도규정상의 문제로 형식적으로 진행되고 있으며 이로인해 위생 서비스의 질적 저하를 초래    - 위생교육 연수원 등 운영으로 항공기 승무원 친절 수준으로 서비스 교육    - 식품위생 종사자 행태변화 유도를 위한 종합 위생교육 실시 ㅇ 식품진흥기금의 효율적인 관리의 한계    - 적립중심에서 실제 업계에 도움이 되도록 수혜 지원방안 발굴 시행","ㅇ 연구목적    - 서울의 음식업을 활성화시켜 식품산업의 자생력 및 경쟁력 향상    - 서울의 전통음식을 관광 자원화하기 위한 각종 마케팅 전략개발    - 식품진흥기금 운용의 효율화    - 식품산업 진흥 전담조직인 재단 설립 검토 ㅇ 주요 과업내용    - 국제적 경쟁력 강화를 위한 식품산업 진흥 육성방안 연구    - 음식업 창업을 위한 컨설팅 등 지원 프로그램 개발    - 식품 위생교육 향상 등 제도적 발전 보완 방안 연구    - 서울의 대표음식을 개발 한류와 접목시켜 관광 산업화 방안    - 식품진흥기금 관리 효율성 및 실질적 지원 방안 등 연구    - 기타 음식문화 개선 사업 발굴"
"2944","서울시 자치구 조정교부금 제도개선 방안","2007-08-29","2008-04-30","서울시정개발연구원","ㅇ 자치구의 새롭게 증가하는 행정수요에 능동적으로 대체하고 자치구의 행정수요 비용 산출시 현실적      수준의 반영이 필요함  ㅇ 변화하는 자치구의 재정여건(재산세 과표인상 재산세 공동과세 역교부세 취득세.등록세율 인하등)     에부응할 수 있는 조정교부금 제도의 보완 및 합리적인 재정운용을 유도할 수 있는 기능 보완이 요구됨","○ 근거   - 2007년 학술연구용역사업 추진 지침(2007.2.2)   - 시장지시사항 제62호(2006.12.4) : 자치구에 지원되는 예산 조정교부금 등의 배분기준 배분방식 등에      대한 합리적인 개선방안 강구  ○ 목적 : 서울시 지방재정의 실태와 자치구의 재원조정에 관한 사항을 연구하여 서울시와 자치구 및 자치구               상호간의 합리적인 재원조정과 균형 있는 발전을 도모하기 위한 제도개선 및 조례개정의 기초자료              로 활용"
"1325","월드컵공원 일대 신재생에너지 랜드마크 조성 기본계획 수립","2007-08-28","2008-09-30","한국에너지기술연구원","- '서울 친환경 에너지 선언'의 정책 목표 달성 - 신재생에너지 확대 이용에 대한 시민 의식 제고","- '서울 친환경 에너지 선언'의 정책 목표 달성 및 신재생에너지 확대 이용에 대한 시민의식 제고를 위한 월드컵 공원 일대 신재생에너지 랜드마크를 대표할 수 있는 건축물 건립 계획 수립 - 서울의 도시경쟁력 확보차원에서 단순한 홍보관이나 신재생에너지 시범적용을 넘어 세계적인 신재생에너지 명소 조성 기반 구축 - 한강과 월드컵 공원을 연계한 관광자원 개발 및 환경 에너지 생태를 통합한 교육 프로그램 개발"
"2924","한미 FTA 체결에 따른 서울산업의 경쟁력 강화방안과 세부대책에 관한 연구용역","2007-08-24","2008-02-24","서울시정개발연구원","한미 FTA 타결에 따른 서울에 미치는 경제적 영향을 분석하여 지원전략 수립","한미 FTA 타결에 따른 서울에 미치는 경제적 영향 분석"
"968","서울시 도시숲(산림) 생태계 조사 연구","2007-08-24","2008-08-22","서울시립대학교 산학협력단","&#9702; 최근 서울은 과밀개발로 인한 기상변화 및 환경오염 등으로   산림 및 토양쇠퇴 개화기 변화 등 도시생태계의 기능에 많은 변화가   일어나고 있는 반면에 &#9702; 이에 대한 종합적 장기적인 연구는 거의 이루어지지 않아 도시생태계 기능에 대한 진단 및 변화가 제대로 파악되지 않고 그에 따른   적절한 관리도 어려운 상황임  &#9702; 따라서 도시생태계의 변화를 파악하고 원인규명과 대책수립을 위한 서울시 전역을 대상으로 한 종합적이며 장기적인 도시생태계 변화에 대한 모니터링(일종의 장기생태연구)이 시급함","&#9702; 목적    - 서울지역 도시생태계의 건강성을 나타내는 요소들을 종합적으로 장기간 모니터링 함으로써 환경영향에       따른 도시생태계의 기능변화를 진단하고 그 원인을 규명하여 도시생태계 관리기반을 마련 &#9702; 용역기간 : 2007. 1 ~ 2010(4년)   - 1단계 : 2007.1 ~ 2007.12(1년)   - 2단계 : 2008.1 ~ 2010.12(3년)"
"3465","초안산조선시대분묘군 종합정비 학술연구용역","2007-08-20","2008-06-12","시정개발연구원","- 조선시대 묘제를 확인할 수 있는 중요 유적지임에도 불구하고 근린공원 내부의 등산로 체육시설 등 주민 출입으로 인한 훼손으로 관리가 제대로 이루어지지 못하는 상황 - 따라서 장기적이고 종합적인 정비계획을 수립하여 중요한 역사문화유산을 보존 관리하고 또한 근린공원 시설과 연계하여 시민의 휴식공간으로 활용될 수 있도록 하고자 함.","- 조선시대 묘제를 확인할 수 있는 중요문화재임에도 실태 파악이 미흡하고 문화재 지정 이전에 근린공원 으로 지정되어 주변 구민들의 이용도가 높으므로 - 장기적이고 종합적인 계획을 수립하기 위해 현지조사를 통한 실태파악과 공원시설과 연계한 보존관리계획을 수립하고자 함"
"1892","서울시 기본 및 시가지 경관계획 수립","2007-08-16","2009-02-14","서울시정개발연구원","- 2020 도시기본계획의 경관부문에 대한 구체적 실천적 계획 수립 - 서울시 도시경관의 보전 관리 및 형성을 위한 마스터플렌 마련 - 경관권역 축 거점 등 도시경관 관리단위의 설정 및 발전방향 제시","- 경관계획의 기본방향 및 목표에 관한 사항 - 경관자원의 조사 및 평가에 관한 사항 - 경관형성의 전망 및 대책 수립에 관한 사항 - 경관지구 및 미관지구의 관리 및 운용에 관한 사항 - 경관관리 행정체계 및 실천방안에 관한 사항 - 경관계획의 시행을 위한 재원조달 및 단계적 추진에 관한 사항"
"2294","중국인 관광객을 위한 음식점 이용만족도 제고방안","2007-08-03","2008-01-31","경기대학교산학협력단","&#10061; 중국인 관광객들의 음식점 이용실태 조사 필요 &#10061; 중국인 단체관광객들의 선호음식 표준 조리법 및 서비스 매뉴얼 필요 &#10061; 중국 관광객 취향 및 기대수준에 맞는 추천 음식점 정보 제공 필요성이    제기됨","근래 우리나라를 많이 찾고 있는 중국인 관광객의 음식점 이용에 대한 만족도 제고를 위한 장기적이고 실효성 있는 방안을 모색하고자"
"3106","소규모 블록형 주택재건축 정비모델 개발 연구용역","2007-08-01","2008-07-31","서울시정개발연구원","○ 서울의 주거유형은 단독주택이 감소하고 아파트 비율은 급격히 증가하여 현재의 추세로 진행되면 2012년에는 단독ㆍ다세대 저층주택의 40%인 42만호가 멸실되어 아파트 주거형태로 탈바꿈이 예상되어 ○ 우리시에서는 다양한 주거유형을 유도하기 위하여 구릉지형 단독주택지 소규모 블록형 결합개발방식 등에 대한 시범사업을 통하여 새로운 유형의 주택정책을 도입하고자 계획하고 있으며 ○ 이러한 일환으로 점차 획일화되어가는 고층의 아파트 개발 유형에서 벗어나 새로운 주거 유형의 다양성을 확보하고 양호한 주거환경을 보존하고자 단독ㆍ다가구주택지 등 소규모 블록형 주택지를 대상으로 한 중ㆍ저층형 주택재건축 정비 모델을 개발하여 우리시 주택정책에 활용하고자 함","기존 단독주택지의 주택재건축 시 점차 획일화되어가는 고층의 아파트 개발 유형에서 벗어나 새로운 주거 유형의 다양성을 확보하고 양호한 주거환경을 보존하고자 단독ㆍ다가구주택지 등 과밀한 소규모 블록형 주택지를 대상으로 중ㆍ저층형 주택재건축 정비 모델을 개발하고자 함"
"972","서울시 기후지도(2차년도) 제작","2007-08-01","2008-07-31","서울시정개발연구원","가. 도시기후 정보의 체계화 필요    - 기상청 환경부 서울시 등의 각종 측정 자료 종합    - 기존 도시생태현황도와 연계된 GIS 구축 필요  나. 기후 지형을 고려한 도시관리 필요    - 도시계획환경성평가 환경영향평가 토지이용계획시      기초자료로 활용  다. 서울시 장기적인 기후변화 대응    - 서울시의 장기 기후변화예측 및 대응방안 마련    - 서울시 온실가스 저감목표 및 실행계획 수립","가. 과업기간 : 2007-1~12 나. 과업목적    - 서울시의 기후 대기질 및 이와 직접적으로 관련된 기타 물리적 환경과 이들간의 상호관계를       나타내는 기후지도 제작 및 GIS DB를 구축하는 사업으로    - 1차년도에 계획된 기후지도 제작 매뉴얼에 따라 모든 기후 및 대기질 항목을 종합한 기후지도를        제작완료하여  	    - 향후 도시계획ㆍ토지이용계획ㆍ환경계획 등을 수립함에 있어 기초자료로 사용하고 나아가 서울시       기후변화 대응 및 친환경적인 도시관리계획 수립에 활용하기 위함"
"1566","물에서의 노로바이러스 분석방법에 관한 연구(1)","2007-07-30","2007-12-29","카톨릭대학교 산학협력단","최근 노로바이러스에 대한 식중독사고가 빈번히 발생함에 따라 식중의 원인으로 수돗물에 대한 논란이 있으나 현재 분석법으로 소독된 수돗물에서 감염성 노로바이러스를 검출할 수 있는 방법이 없기 때문에 민감하고 정확한 방법을 개발할 필요가 있음","추진방식 : 환경부(국립환경과학원) 및 서울시 공동용역 발주                국립환경과학원에서 용역사업 주관 용역팀선정 : 제한경쟁입찰방식 연구용역입찰공고(국립환경과학원 공고 제2007-183호) 용역팀 : 카톨릭대학교 산학연구팀 연구내용 : 감염성 판정을 위한 노로바이러스 세포주 연구 등 연구기간 : 2007.7.30~12.29(5개월간) 연구비 : 77백만원(국립환경과학원 67백만원 서울시 10백만원)"
"1894","한강 연접지역 경관 및 기능개선 관리방안","2007-07-16","2009-01-15","도시계획부","한강변을 따라 주거 일변도로 형성된 아파트 병풍으로 한강변 경관이 획일화되었고 한강 시민공원은 인접주민의 앞마당으로 사실상 사유화되었으며 강변도로로 인하여 일반시민의 자연스런 접근이 차단되었음  다행히도 한강변의 대규모 아파트 단지는 노후화가 심화되어 재건축 시기를 맞고 있어 한강의 경관과 기능을 개선할 절호이자 마지막 기획를 맞고 있음  이에 본 용역에서는 한강 연접지역의 다양한 토지이용방안 구상을 통해 권역별로 특성화하여 공원은 물론 호텔 관람집회 문화예술 등 다중 이용 가능한 공공의 공간을 확보하고 다양한 도시경관을 창출함은 물론 일반시민의 접근성을 획기적으로 향상시키고자 함","성냥갑아파트로 둘러싸인 획일적 수변경관과 주거 일변도의 토지이용 강변도로로 차단된 접근성 등 한강의 문제점을 극복할 수 있도록  다양한 도시경관 창출 다각적인 토지이용 및 공공성 강화 접근성의 획기적 향상을 통하여 아름다운 한강의 자연경관을 도시 이미지로 승화시킬 수 있도록 한강변의 경관 개선방안을 마련하고 합리적 토지이용 계획 수립을 통하여 한강르네상스 실현"
"2846","자치구 위생분야 평가지표 개발 연구용역","2007-07-16","2007-11-30","한국보건사회연구원","ㅇ 자치구 위생분야 평가시 평가기준의 객관성 확보 ㅇ 평가결과에 대한 평가대상 기관의 신뢰성 담보 ㅇ 위생평가를 통한 대시민 위생서비스 질 제고","ㅇ 자치구 위생분야에 대하여 업무실적 평가시 평가지표의 객관성과 공정성을 확보할 수 있도록 외부전문기관에 평가모델 개발을 의뢰하여 평가 결과에 대한 신뢰도를 향상시키고자 함"
"1044","서울시 교통정비중기계획 수립","2007-06-29","2008-11-29","서울시정개발연구원","&#9702;버스체계개편 성과를 토대로 한단계 업그레이드 된 서울의 대중교통 구현과 지속가능한 도시교통체계 구축을   위한 비젼 제시가 필요 &#9702;버스체계개편사업추진 청계고가 철거 등 변화된 교통여건을 반영하고 '2006수도권가구통행실태조사＇를   토대로 체계화된 장래 수요예측 및 지표 설정을 통해 교통관련 계획의 실효성 확보 &#9702;은평뉴타운 등 뉴타운지구 및 균형발전촉진지구 개발 구로디지털단지?동남권유통단지 등 산업단지 개발   도심지 활성화사업 등 대단위 개발에 대한 장래 교통수요 예측 및 대응방안을 마련 &#9702;권역별 장?단기 교통처리대책을 수립하여 장래 변화여건에 능동적으로 대처할 수 있는 실천계획(Action plan)   수립","&#9702; 목   적    지속가능한 교통체계 구축을 위한 서울의 교통 비전을 제시하고 변화된 교통여건을 반영한 체계화된     중장기계획을 수립함으로써 장래 변화되는 교통여건에 능동적으로 대처하는 구체적인 실천계획(Action plan)    을 수립   ※근거법령 : 도시교통정비촉진법 (제5조제8조) &#9702;추진범위   - 시간적 범위 : 10개년계획 (2007년~2016년)   - 공간적 범위 : 서울특별시 및 수도권 영향권 &#9702;주요내용    - 도시교통의 현황 및 전망   - 부문별 계획    ? 유출입교통대책 및 도로?철도?도시철도 등 광역교통체계의 개선    ? 교통시설의 개선    ? 대중교통체계의 개선    ? 교통체계관리 및 교통소통의 개선    ? 주차장의 건설 및 운영    ? 물류기반시설 구축 및 정보화    ? 자전거이용시설의 확충    ? 환경친화적 교통체계의 구축    ? 대규모개발에 따른 광역 교통체계 개선대책    - 투자사업계획 및 재원조달방안"
"965","지역에너지계획 학술연구 용역","2007-06-20","2008-06-30","서울시정개발연구원","○ 에너지기본법 및 서울시에너지기본조례에 의한 법정사무임 ○ 화석에너지의 고갈 및 기후변화협약에 따른 온실가스 저감 등 변화된 여건을 반영한 서울시 지역에너지 기본계획 수립    - 화석에너지 고갈에 따른 국제유가 급등에 대한 에너지 대책마련    - 교토의정서에 의한 온실가스 저감대책 추진    - 기존 서울시 지역에너지 기본계획(2002) 재검토 및 보완","○ 서울시의 자연환경과 사회적 여건 그리고 지역개발 사업 등 변화된 조건을 고려하여 향후 5년단위의 체계적인 에너지 중기 기본계획을 수립하기 위한   - 에너지수급 추이와 전망 및 에너지의 안정적 공급 대책   - 신?재생에너지 등 환경친화적 에너지 사용을 위한 대책   - 에너지이용합리화와 이를 통한 이산화탄소의 배출감소를 위한 대책   - 미활용 에너지원 개발 및 이용대책과 주요에너지 정책  과제 도출"
"3246","서울시 교통수요관리시스템 구현을 위한 ETCS 도입방안 연구","2007-06-14","2009-12-31","도시기반연구본부","대기질 개선 대중교통 이용촉진 적극적인 수요관리를 통하여 교통&#8228;환경을 개선하고자 하는 시민요구에 능동적으로 대처하고 지속가능한 정책수행을 위하여 국&#8228;내외 교통수요관리를 위한 시스템 기술동향과 기술수준을 진단하여 「서울형 교통수요특별관리 시스템」 도입방안을 마련","&#10061; 기    간 : ’07년 6월 ? ’07년 10월( 5개월 ) &#10061; 방    법 : 서울시정개발연구원에 학술용역 위탁 &#10061; 소요예산 : 49500000원 &#10061; 추진범위 : 서울시 전역 &#10061; 용역내용 : 국내&#8228;외 기술검토를 통한 서울형 교통수요특별관리 시스템 도입방안 연구"
"946","생태경관보전지역 정밀변화관찰 연구[고덕동 청계산(3차) 헌인릉(2차) 남산","2007-06-01","2008-06-26","서울시립대학교 등 5개소","&#9702; 생태경관보전지역은 생물다양성이 풍부한 습지 산림 하천 등 보전가치가 큰 생태계를 인위적     훼손요인으로부터 보전하기 위해 시장이 지정?관리하는 지역으로서 지역특성에 적합한 관리계획을 수립하여    관리하여야 함 &#9702; 이를 위해 보전지역 내 생태계 및 동?식물을 전반적으로 조사하고 자연적?인위적 요인에 의한 생태계 변화를   관찰 측정 평가하는 생태계변화관찰이 요구됨 &#9702; 또한 생태계변화관찰은 보전지역 현황파악(1차년도) 생태계의 변화추세 파악(2차년도) 2년간의 결과자료    확인 및 그 결과를 토대로 관리계획 모색(3차년도) 등 3년간의 연구기간을 통해 수행되어야 함 &#9702; 따라서 생태경관보전지역 특성에 적합한 관리계획을 수립하기 위해 생태경관보전지역 지정 후 최초 3년간    정밀 생태변화관찰이 필요","&#9702; 목  적    - 생태경관보전지역의 생물종 다양성 확보 및 건강한 생태계 조성에 필요한 객관적이고 정밀한 자료를 확보   - 생태경관보전지역 특성에 적합한 종합 관리방안을 모색 &#9702; 주요내용   - 지역내외 식물상 현존식생 군집구조 생산성 등 식물생태계 조사   - 야생조류 양서?파충류 곤충류 포유류 등 보전지역 내 서식하는 동물생태계 조사   - 보전지역내 생태계의 구조와 기능에 영향을 미치거나 동?식물 서식에 영향을 주는 위협요인 파악?분석   - 생태계 변화관찰 결과 문제점 해결방안 강구   - 생태경관보전지역 관리계획 수립 또는 보완"
"1013","2010 서울방문의 해 마스터플랜 수립용역","2007-05-25","2008-03-06","숙명여자대학교산학협력단","○ ‘2010 서울방문의 해’ 개최를 통하여 국내?외 관광객의 획기적 증대 관광기반정비 관광산업에 대한 인식제고 등 서울의 관광산업의 극대화로 1200만 관광서울 달성","○ 목적    - 2010년 서울방문의 해를 유치 및 사업추진을 하기 위한 마스터플랜 수립 ○ 연구내용     - 2010년 서울방문의 해 개최를 통한 서울 관광의 세계적 경쟁력 확보 방안 모색    - 서울방문의 해 개최를 계기로 서울 관광인프라(H/W S/W)를 글로벌 수준으로 향상    - 서울시 및 자치구간 네트워크 구축을 통한 시너지 효과창출    - 서울시와 자치구의 축제 및 이벤트 연계를 통한 다양한 관광상품의 개발    - 2008년부터 2010년까지 방문의 해 개최에 따른 추진과제에 대한 시계열별 정리    - 향후 제2차 서울방문의 해 개최에 대비한 연계방안 수립"
"1264","송?배수관망의 최적관리를 위한 학술용역","2007-05-08","2008-09-30","도시 환경부","☞ 송?배수관망에서 수질관리가 체계적으로 되어있지 않아 적수 등 수질 사고발생 및 대처 능력이 떨어짐  &#9657; 시민의식 향상에 따라 높은 수돗물 수질 기대  &#9657; 지금까지는 공급량 위주의 정책을 추진하였으나 세계적인 추세가 수질향상 및 최적의 시설관리의 필요성이 요구됨  &#9657; 기존 GIS자료와 연계한 시설개선(물 세척등)의 기법개발 필요  &#9657; 상수도 종사자의 거시적 인식전환 필요","☞ 서울시 상수도의 정책 방향이 그동안 노후된 배?급수관 개량사업과 수요량 부족에 따른 생산량 확대 및 유수율 증대를 위해 모든 행정력을 집중하여 선진국 수준의 기틀이 마련 되었습니다. ☞ 이제 시설적 공급 측면에서는 거의 안정기에 접어 들었으나 수돗물을 이송하고 있는 광범위한 수도관망 관리는 체계적으로 운영되지 않고 있어 이에따른 관리시스템 개발이 필요한 실정입니다. 특히 미국에서는 EPA등의 규정에 따라 지속적으로 송?배수관 관리를 하고 있으며 서울시에서도 체계적인 관리가 필요합니다. ☞ 따라서 서울시 송?배수관내 수질 정체지역등을 구체적으로 조사?진단하고 교체 갱생 물세척(Flushing)등을 포함하는 개량방안을 제시하는등 배수관 최적 관리 방안 시스템을 구축하는데 있다.    ※ EPA : 미국환경보호청"
"950","국제금융지구 지정을 위한 연구용역","2007-05-04","2007-12-21","대외경제정책연구원","ㅇ 서울을 동북아의 금융허브로 육성하기위한 기본계획 연구용역을 완료하여        제안된 정책에 대한 세부실행계획이 필요 ㅇ 여의도에 건립중인 국제금융센터(SIFC)를 거점으로 국제금융기관 및 다국적금융기업 유치전략 필요 ㅇ 여의도용산지역청계천변 등 지역별로 전략특화산업을 설정하여 각 지역별 입지효과분석을 통한            기대효과  및 실행계획 마련","ㅇ 과업기간 : 5개월 ㅇ 과업개요 (첨부참조)     1. 국제금융지구 지정을 위한 세부실행계획 수립     2. 국제금융지구 내 외국 금융기관의 유치를 위한 구체적 실행계획 수립방안"
"1015","세계수영선수권대회 유치타당성 분석","2007-05-02","2007-07-31","서울대 스포츠산업연구센터","- 지역스포츠산업구조와 스포츠관광 활성화를 위한 기본 인프라 현황 및 활용실태 분석 - 대회 개최에 따른 경제적 사회적 파급효과 분석을 통해 대회개최 타당성 검증 및 범시민 컨센서스 형성 - 대회유치신청을 위한 국제대회유치개최승인(총리실)에 필요한 타당성 검토 보고서로 활용 - 유치전망 및 유치활동 강화방안을 마련하고 성공적인 대회유치를 위한 다양한 전략 수립","- 유치필요성 및 대회분석 - 경제적 파급효과 및 타당성 분석 - 대회운영방안/ 투자재원조달방안 - 유치전망과 효율적인 유치개최 추진방안"
"1014","기존 도시자연공원의 도시관리계획 변경 연구용역","2007-04-18","2009-02-10","서울특별시 시정개발연구원","ㅇ 도시공원 및 녹지 등에 관한 법률(2005.10.1 시행) 부칙 제6조에 의거 2009.12.31까지 도시계획시설(도시자연공원)의 변경해제 등 필요한 조치를 취해야 함 ㅇ 우리 시 기존 도시자연공원 전반에 대하여 도시관리계획 결정을 위한 도시공원과 도시자연공원구역을 구분(분류)하고 향후 공원조성계획 수립 및 변경을 위한 기본자료로 활용코자 함","ㅇ 기존 도시자연공원에 대한 장기적종합적 관리방안 수립 ㅇ 기존 도시자연공원 도시관리계획 변경(안) 수립"
"978","문화재 보존관리 및 활용계획","2007-04-17","2008-02-22","산학협력단(서울학연구소)","- 문화재의 관광자원화 및 시민의 문화재향유권 신장 - 체계적이고 효율적인 문화재 관리","- 용역기간 : 6개월 - 용역의 시간적 범위 : 2007년 ~ 2011년(5년) - 문화재 관리실태 및 문제점을 분석하여 개선방안 제시"
